"Business Category","Sub Category","Company Name","Address","Contact Number 1","Contact Number 2","Area","City","Pincode","Year Establish","Source Link"
"Massage Centres For Men						","Body Massage Centres						,","Like Q Beauty Clinic","7-1-451/22/10, 1st Floor Shop No-18, Maitrivanam road, Ameerpet, Hyderabad - 500016, Opp To Satyam T...","+(91)-9700031818","","Ameerpet","Hyderabad","500016","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Like-Q-Beauty-Clinic-\&lt\;near\&gt\;-Opp-To-Satyam-Theatre-Ameerpet/040PXX40-XX40-141211115153-R3S3_BZDET?xid=SHlkZXJhYmFkIE1hc3NhZ2UgQ2VudHJlcyBGb3IgTWVu"
"Massage Centres For Men						","Body Massage Centres						,","Merridian spa","Plot No :b5, Phase 2,Film Nagar - II, Film Nagar, Hyderabad - 500034, Near Hakeempet Dargah","+(91)-40-65865701","","Film Nagar","Hyderabad","500034","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Merridian-spa-\&lt\;near\&gt\;-Near-Hakeempet-Dargah-Film-Nagar/040PXX40-XX40-120424014035-M3Z8_BZDET?xid=SHlkZXJhYmFkIE1hc3NhZ2UgQ2VudHJlcyBGb3IgTWVu"
"Massage Centres For Men						","Body Massage Centres						,","Styland Beauty Studio & Spa","House No 1-89/3/1/A, Inorbit Road, Madhapur, Hyderabad - 500081, Opposite Abhiruchi Restaurant","+(91)-9866760555","","Madhapur","Hyderabad","500081","2016","Monday -Sunday ","http://www.justdial.com/Hyderabad/Styland-Beauty-Studio---Spa-\&lt\;near\&gt\;-Opposite-Abhiruchi-Restaurant-Madhapur/040PXX40-XX40-160112134404-Q9W2_BZDET?xid=SHlkZXJhYmFkIE1hc3NhZ2UgQ2VudHJlcyBGb3IgTWVu"
"Dermatologists						","Massage Centres For Men						,","Star Homeopathy","Bhuvana Towers, S D Road, Secunderabad, Hyderabad - 500003, Beside Tajmahal Restaurant,Patny Centre","+(91)-9100960055","","Secunderabad","Hyderabad","500003","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Star-Homeopathy-\&lt\;near\&gt\;-Beside-Tajmahal-Restaurant-Patny-Centre-Secunderabad/040PXX40-XX40-121011212427-V6Q9_BZDET?xid=SHlkZXJhYmFkIE1hc3NhZ2UgQ2VudHJlcyBGb3IgTWVu"
"Money Transfer Age						","Foreign Exchange Agents						,","Gurudev Forex","Shop No 5, Plot No 12-5-37/1, Sri Seetapadmanabha Arcade, Tarnaka, Hyderabad - 500007, Beside Innova...","+(91)-40-33063071","","Tarnaka","Hyderabad","500007","2004","Monday -Sunday ","http://www.justdial.com/Hyderabad/Gurudev-Forex-\&lt\;near\&gt\;-Beside-Innova-Children-Heart-Hospital-Tarnaka/040PF009880_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","Victory Forex And Travel Services Pvt Ltd","Room No 06 ,10-2-199, 1st Floor, East Marredpally, Secunderabad, Hyderabad - 500003, Above Hsbc Atm","+(91)-40-39511750","","Secunderabad","Hyderabad","500003","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Victory-Forex-And-Travel-Services-Pvt-Ltd-\&lt\;near\&gt\;-Above-Hsbc-Atm-Secunderabad/040PXX40-XX40-131028135813-U7H5_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","MS Money Transfer","Plot no 33,Light House, Aronudaya Society,Hitech City Road, Madhapur, Hyderabad - 500081, Beside Vod...","+(91)-40-30751957","","Madhapur","Hyderabad","500081","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/MS-Money-Transfer-\&lt\;near\&gt\;-Beside-Vodafone-Store-Opposite-Image-Hospital-Madhapur/040PXX40-XX40-150107125114-F2R9_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Mone						","Money Transfer Agencies-Western Union						,","Fantasis Financial Services","Shop No 25 26 27 Huda Complex, Maitrivanam, Ameerpet, Hyderabad - 500016","+(91)-40-33086009","","Ameerpet","Hyderabad","500016","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Fantasis-Financial-Services-\&lt\;near\&gt\;-Ameerpet/040PXX40-XX40-110822163619-N1M1_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","Royal Money Point","Shop No 6-47, Adarsh Nagar Colony, Serilingampally, Hyderabad - 500019, Opposite Andhra Bank","+(91)-40-33067666","","Serilingampally","Hyderabad","500019","2001","Monday -Sunday ","http://www.justdial.com/Hyderabad/Royal-Money-Point-\&lt\;near\&gt\;-Opposite-Andhra-Bank-Serilingampally/040PXX40-XX40-091225151831-G4P1_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","Prithvi Exchange","Shop No 6,Avm Towers, Main Road, Jntu Kukatpally, Hyderabad - 500085, Beside Chutneys Restaurant,Nea...","+(91)-40-33924035","","'dtpg');
											openDiv('hui')","","500085","2008","Monday -Sunday ","http://www.justdial.com/Hyderabad/Prithvi-Exchange-\&lt\;near\&gt\;-Beside-Chutneys-Restaurant-Near-Jntu-Jntu-Kukatpally/040P5422213_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Air 						","Money Transfer Agencies-Western Union						,","Travel Universe","House No 8-2-603/B/28, Zahra Nagar, Road No 10, Banjara Hills, Hyderabad - 500034, Opposite Mustafa ...","+(91)-40-65519955","23319955","Banjara Hills","Hyderabad","500034","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Travel-Universe-\&lt\;near\&gt\;-Opposite-Mustafa-Sweets-Banjara-Hills/040PXX40-XX40-131128113202-T1H6_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","Skylight Forex Management Pvt Ltd","Sno:76/A,Gflr, Babukhan Estate, Basheergbagh, Basheer Bagh, Hyderabad - 500029, Near To Meena Jewellers","+(91)-40-33060187","","Basheer Bagh","Hyderabad","500029","2006","Monday -Sunday ","http://www.justdial.com/Hyderabad/Skylight-Forex-Management-Pvt-Ltd-\&lt\;near\&gt\;-Near-To-Meena-Jewellers-Basheer-Bagh/040P1221117399R6U7H9_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","Varun Western Money Point","House No 2-73/1, Miyapur, Hyderabad - 500049","+(91)-40-33923794","","'dtpg');
											openDiv('hui')","","500049","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Varun-Western-Money-Point-\&lt\;near\&gt\;-Miyapur/040PXX40-XX40-150309182640-N5E2_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Money Transfer Age						","Foreign Exchange Agents						,","SLR Forex & Travel Services","House No 5-1-64/3A, Kukatpally, Hyderabad - 500072, Metro Pillar No 16 ,Beside BJP Office","+(91)-40-39617118","","Kukatpally","Hyderabad","500072","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/SLR-Forex---Travel-Services-\&lt\;near\&gt\;-Metro-Pillar-No-16--Beside-BJP-Office-Kukatpally/040PXX40-XX40-120908185252-R9E3_BZDET?xid=SHlkZXJhYmFkIFdlc3Rlcm4gVW5pb24gTW9uZXkgVHJhbnNmZXIgQWdlbmNpZXM="
"Motor Training Scho						","Motor Training Schools						,","Elite Motor Driving School","House No 7-1-414/51/c, Srinivasa Colony East, Sanjeeva Reddy Nagar, Hyderabad - 500038","+(91)-40-33920363","","Sanjeeva Reddy Nagar","Hyderabad","500038","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Elite-Motor-Driving-School-\&lt\;near\&gt\;-Sanjeeva-Reddy-Nagar/040PXX40-XX40-140916175743-K1Y3_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Harsha Toyota Driving School","Plot No 40 & 41, Jubilee Gardens, Old Bombay Highway, Kondapur, Hyderabad - 500084","+(91)-40-33705071","","'dtpg');
											openDiv('hui')","","500084","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Harsha-Toyota-Driving-School-\&lt\;near\&gt\;-Kondapur/040PXX40-XX40-151102132016-S5X1_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Hind Motor Training School","House No 5-9-101/G, Public Garden Road, Nampally, Hyderabad - 500001, Opposite Kali Mata Temple","+(91)-40-33080754","","Nampally","Hyderabad","500001","1952","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hind-Motor-Training-School-\&lt\;near\&gt\;-Opposite-Kali-Mata-Temple-Nampally/040PXX40-XX40-100908151722-P1N7_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Bharat Motor Driving School","Door No 18-841/8/2RT, Prakash Nagar, Begumpet, Hyderabad - 500016, Opposite to Old Airport Lane,Oppo...","+(91)-40-33705604","","Begumpet","Hyderabad","500016","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Bharat-Motor-Driving-School-\&lt\;near\&gt\;-Opposite-to-Old-Airport-Lane-Opposite-to-Vijaya-Bank-Begumpet/040PXX40-XX40-150820164901-P3C8_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Sai Sandhya Driving School","House No 1-14-2/1/b, Manikonda, Kondapur, Hyderabad - 500084","+(91)-40-33700223","","Kondapur","Hyderabad","500084","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sai-Sandhya-Driving-School-\&lt\;near\&gt\;-Kondapur/040PXX40-XX40-150804124628-E5B6_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Om Sai Apna Motor Driving School","Shop No 3,Maheswari Nagar, Street No 8, Habsiguda, Ramanthapur, Hyderabad - 500013, Near To Swathi T...","+(91)-40-33926606","","Ramanthapur","Hyderabad","500013","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Om-Sai-Apna-Motor-Driving-School-\&lt\;near\&gt\;-Near-To-Swathi-Tiffins--Near-To-Axis-Bank-Ramanthapur/040PXX40-XX40-150617163917-E7Z7_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Sri Sai Jyothi Motor Training School","Plot No 1-104, Ambedkar Nagar, Miyapur, Hyderabad - 500049, Near Old Police Lane","+(91)-40-39615498","","Miyapur","Hyderabad","500049","1990","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Sai-Jyothi-Motor-Training-School-\&lt\;near\&gt\;-Near-Old-Police-Lane-Miyapur/040PXX40-XX40-120522113548-H2R9_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Elite Motor Driving School","Shop No 3, 8-3-945, Nagarjuna Nagar Colony, Ameerpet, Hyderabad - 500016, Opp R S Brothers Lane","+(91)-40-33035243","","Ameerpet","Hyderabad","500016","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Elite-Motor-Driving-School-\&lt\;near\&gt\;-Opp-R-S-Brothers-Lane--Ameerpet/040PXX40-XX40-150319125530-Q6A2_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Vijaya Shrii Motor Driving School","Srt 19, Jawahar Nagar, Gandhi Nagar, Hyderabad - 500020, Andhra Cafe Hotel Lane","+(91)-40-33018084","","'dtpg');
											openDiv('hui')","","500020","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/Vijaya-Shrii-Motor-Driving-School-\&lt\;near\&gt\;-Andhra-Cafe-Hotel-Lane-Gandhi-Nagar/040PXX40-XX40-130722191507-V9K7_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motor Training Scho						","Motor Training Schools						,","Jcnm Motor Driving School","House No 10-4-711/484, Indira Nagar, Masab Tank, Hyderabad - 500028","+(91)-40-33704608","","Masab Tank","Hyderabad","500028","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Jcnm-Motor-Driving-School-\&lt\;near\&gt\;-Masab-Tank/040PXX40-XX40-151007174552-A6G7_BZDET?xid=SHlkZXJhYmFkIE1vdG9yIFRyYWluaW5nIFNjaG9vbHM="
"Motorcycl						","Motorcycle Dealers-Royal Enfield						,","Jayasree Automotives","Plot No 3-6-260/001, Madhuri Mansion, Himayat Nagar, Hyderabad - 500029, Beside Spencer","+(91)-40-66328222","65169666","Himayat Nagar","Hyderabad","500029","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Jayasree-Automotives-\&lt\;near\&gt\;-Beside-Spencer-Himayat-Nagar/040PXX40-XX40-130301153006-M4P6_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Deal						","Two Wheeler Dealers-Honda						,","SSV Motors","House No:13-6-438/A/40, Ring Road, Mehdipatnam, Hyderabad - 500028, Pillar No:84","+(91)-40-33704852","","Mehdipatnam","Hyderabad","500028","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/SSV-Motors-\&lt\;near\&gt\;-Pillar-No-84-Mehdipatnam/040PXX40-XX40-150907131401-G3R8_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Deal						","Two Wheeler Dealers-Honda						,","Diamond Motors","Door No 11-1-889/5/A/1, Seetarambagh, Mehdipatnam, Hyderabad - 500028, Near Ram Mandir","+(91)-40-39519556","","Mehdipatnam","Hyderabad","500028","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/Diamond-Motors-\&lt\;near\&gt\;-Near-Ram-Mandir-Mehdipatnam/040PXX40-XX40-140802155051-S9S8_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Motorcycl						","Motorcycle Dealers-Royal Enfield						,","Go Green Motors India Pvt Ltd","Plot No 20,21, Gachibowli, Hyderabad - 500032, Pjr Nagar","+(91)-40-33019136","","Gachibowli","Hyderabad","500032","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/Go-Green-Motors-India-Pvt-Ltd-\&lt\;near\&gt\;-Pjr-Nagar-Gachibowli/040PXX40-XX40-130822192701-I9M1_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Deal						","Two Wheeler Dealers-Honda						,","Sri Balaji Motors","House No 3-2-548, Chappal Bazar, Kachiguda, Hyderabad - 500027, Manjeera Hotel Lane Opposite Hari Ma...","+(91)-40-39518917","","Kachiguda","Hyderabad","500027","2002","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Balaji-Motors-\&lt\;near\&gt\;-Manjeera-Hotel-Lane-Opposite-Hari-Masjid-Kachiguda/040PXX40-XX40-140630124831-V7R8_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Deal						","Two Wheeler Dealers-Honda						,","A S Motors","3-80/1, Edi Bazar, Kiran Nagar-Saroor Nagar, Hyderabad - 500035, Near Anmol Hotel","+(91)-40-33923665","","'dtpg');
											openDiv('hui')","","500035","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/A-S-Motors-\&lt\;near\&gt\;-Near-Anmol-Hotel-Kiran-Nagar-Saroor-Nagar/040PXX40-XX40-150312174511-N6C2_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Deal						","Two Wheeler Dealers-Honda						,","Bike World","Door No 4-4-1, Shop No 88,89, Dilshad Plaza, Sultan Bazar, Koti, Hyderabad - 500095, Beside Payal Fo...","+(91)-40-33019766","","Koti","Hyderabad","500095","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Bike-World-\&lt\;near\&gt\;-Beside-Payal-Foot-Wear-Koti/040PXX40-XX40-130906170723-T1W3_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Dealers-Ho						","Two Wheeler Dealers						,","Sri Balaji Motor","House No 2-2-100, L B Nagar, Nagole, Hyderabad - 500068, Near Ration Shop, Above SBH Bank","+(91)-40-39518334","","'dtpg');
											openDiv('hui')","","500068","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Balaji-Motor-\&lt\;near\&gt\;-Near-Ration-Shop--Above-SBH-Bank-Nagole/040PXX40-XX40-140604121158-C9J8_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheeler Dealers-Honda						","Motorcycle Dealers						,","Sri Balaji Motors","House No 6-604/1, Road No 4 ,Jaipuri Colony, Nagole, Hyderabad - 500068, Beside Chakri Tiles,Near By...","+(91)-40-33923688","","'dtpg');
											openDiv('hui')","","500068","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Balaji-Motors-\&lt\;near\&gt\;-Beside-Chakri-Tiles-Near-By-Kalyan-Lakshmi-Gardens-Nagole/040PXX40-XX40-150316140308-G3Z9_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"Two Wheel						","Motorcycle Dealers-Royal Enfield						,","Venkatramana Auto Mobiles","House Number13-6-431/D/82/3, gudimalkapur, zafeerguda, Mehdipatnam, Hyderabad - 500028, Opp Pillor N...","+(91)-40-39517389","","Mehdipatnam","Hyderabad","500028","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Venkatramana-Auto-Mobiles-\&lt\;near\&gt\;-Opp-Pillor-No-88-Mehdipatnam/040PXX40-XX40-140423190603-J3H7_BZDET?xid=SHlkZXJhYmFkIFJveWFsIEVuZmllbGQgTW90b3JjeWNsZSBEZWFsZXJz"
"","Online Passport Agents						","Salman","House No 6-3-1103/1/B, B S Maqtha, Begumpet, Hyderabad - 500016","+(91)-40-39617257","","Begumpet","Hyderabad","500016","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Salman-\&lt\;near\&gt\;-Begumpet/040PXX40-XX40-120918165600-M8N4_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"","Online Passport Agents						","Durga Associates","House No 3-7-63/3, L B Nagar, Hyderabad - 500074, Near Lb Nagar X Road, Near Kamineni Hospital","+(91)-40-39514207","","L B Nagar","Hyderabad","500074","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Durga-Associates-\&lt\;near\&gt\;-Near-Lb-Nagar-X-Road--Near-Kamineni-Hospital-L-B-Nagar/040PXX40-XX40-131230221501-N2Z2_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"","Online Passport Agents						","N S Services","Ltd Aditya Enclave,Flat No 105 Block B,Annapurna Block, Main Road, Ameerpet, Hyderabad - 500016, Bes...","+(91)-40-66101666","","Ameerpet","Hyderabad","500016","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/N-S-Services-\&lt\;near\&gt\;-Beside-Maitrivanam-Bulding-Ameerpet/040PXX40-XX40-131104185302-Y4C4_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Visa Assistance						","Online Passport Agents						,","One Travel Park","House No 8-2-293/82/a/1299-C, 1st Floor, Konda Pride, Road No 1, Jubilee Hills, Hyderabad - 500033, ...","+(91)-40-33925452","","Jubilee Hills","Hyderabad","500033","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/One-Travel-Park-\&lt\;near\&gt\;-Above-Barista-Coffee-Shop-Jubilee-Hills/040PXX40-XX40-141013113440-X6K2_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Online Passport Agents						","Pan Card Consultants						,","United Passport Consultants","House No 120/C, Bansilalpet Bible House, Secunderabad, Hyderabad - 500003","+(91)-40-33921454","","Secunderabad","Hyderabad","500003","2004","Monday -Sunday ","http://www.justdial.com/Hyderabad/United-Passport-Consultants-\&lt\;near\&gt\;-Secunderabad/040PXX40-XX40-141118173203-U2G7_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Online Passport Agents						","Pan Card Consultants						,","Sree Hanuman Consultancy","House No 17-131, Plot No 9, Tara Nilayam, Chaitanyapuri, Dilsukhnagar, Hyderabad - 500060, Opposite ...","+(91)-40-33019801","","Dilsukhnagar","Hyderabad","500060","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sree-Hanuman-Consultancy-\&lt\;near\&gt\;-Opposite-Chaitanya-College-Dilsukhnagar/040PXX40-XX40-130907125841-V9T5_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Birth Certificate C						","Online Passport Agents						,","Danish","H No 6-3-1103/1, B S Maktha, Begumpet, Hyderabad - 500016","+(91)-40-39616599","","'dtpg');
											openDiv('hui')","","500016","1990","Monday -Sunday ","http://www.justdial.com/Hyderabad/Danish-\&lt\;near\&gt\;-Begumpet/040PXX40-XX40-120803145407-P9Y9_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Visa Assistance						","Online Passport Agents						,","Express Air Travels","Shop number 14& 15, Flat No 107,Amrutha Ville, Amrutha villay, Somajiguda, Hyderabad - 500082, Oppos...","+(91)-40-39514100","","Somajiguda","Hyderabad","500082","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Express-Air-Travels-\&lt\;near\&gt\;-Opposite-To-Yashoda-Hospital-Somajiguda/040PXX40-XX40-131227124421-K6F7_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Online Passport Agents						","Pan Card Consultants						,","Manikanta Fast Services","House No:21-46/1, Srinivasa complex, Kukatpally, Hyderabad - 500072, Below Bata showroom","+(91)-40-33704367","","Kukatpally","Hyderabad","500072","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Manikanta-Fast-Services-\&lt\;near\&gt\;-Below-Bata-showroom-Kukatpally/040PXX40-XX40-120227084957-E9F3_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Online 						","Air Ticketing Agents International						,","Adventure Tours N Travels","5-9-207 shop no 3, Chirag Ali lane, Abids, Hyderabad - 500001, Beside mercure hotel","+(91)-40-66465366","","Abids","Hyderabad","500001","2006","Monday -Sunday ","http://www.justdial.com/Hyderabad/Adventure-Tours-N-Travels-\&lt\;near\&gt\;-Beside-mercure-hotel-Abids/040PXX40-XX40-140604165209-V5H3_BZDET?xid=SHlkZXJhYmFkIE9ubGluZSBQYXNzcG9ydCBBZ2VudHM="
"Restaurants						","Pizza Home Delivery Services						,","The Flames Kebab & Pizza","House No 16-11-74/10/A, Gaddiannaram X Roads, Dilsukhnagar, Hyderabad - 500060, Oppsite Konark Diagn...","+(91)-40-33926082","","Dilsukhnagar","Hyderabad","500060","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/The-Flames-Kebab---Pizza-\&lt\;near\&gt\;-Oppsite-Konark-Diagnostic-Center-Dilsukhnagar/040PXX40-XX40-150226111340-M1M1_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
"Home Delivery Restaurants						","Restaurants						,","Gopizza  Kitchen","8-2-398, Road No 5, Banjara Hills, Hyderabad - 500034, Opp Lane To Gvk Mall","+(91)-40-30751778","","'dtpg');
											openDiv('hui')","","500034","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Gopizza--Kitchen-\&lt\;near\&gt\;-Opp-Lane-To-Gvk-Mall-Banjara-Hills/040PXX40-XX40-160217113444-K2W7_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
"Pizza Home Delivery Services						","Pizza Outlets						,","US Pizza","Vinayak Nagar Colony, Gachibowli, Hyderabad - 500032, Above HDFC Bank","+(91)-40-33064344","","Gachibowli","Hyderabad","500032","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/US-Pizza-\&lt\;near\&gt\;-Above-HDFC-Bank-Gachibowli/040PNE02653_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
"Pizza Outlets						","Restaurants						,","Fresco Wood Firied Pizza","House No 3-10/2, Street No 105/C/P, Endulla Malla Reddy Complex, Kompally, Rangareddy - 500014, Besi...","+(91)-40-39517596","","Kompally","Hyderabad","500014","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Fresco-Wood-Firied-Pizza-\&lt\;near\&gt\;-Beside-Cine-Planet-Multiplex-Kompally/040PXX40-XX40-140503160634-U4S4_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
"Pizza Outlets						","Restaurants						,","Crunchys","Flat No 62, Ravendra Nagar, Uppal, Hyderabad - 500039, Near Uppal Ring Road","+(91)-40-33924147","","Uppal","Hyderabad","500039","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Crunchys-\&lt\;near\&gt\;-Near-Uppal-Ring-Road-Uppal/040PXX40-XX40-141215165242-W7A6_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
"Pizza Home Delivery Services						","Pizza Outlets						,","Us Pizzza","House No B7f1, Vignanapuri Colony, Vidya Nagar, Hyderabad - 500044, Near To Osmania Oniversity Road","+(91)-40-33068207","","Vidya Nagar","Hyderabad","500044","2000","Monday -Sunday ","http://www.justdial.com/Hyderabad/Us-Pizzza-\&lt\;near\&gt\;-Near-To-Osmania-Oniversity-Road-Vidya-Nagar/040PXX40-XX40-100209154729-E6P4_BZDET?xid=SHlkZXJhYmFkIFBpenphIEhvbWUgRGVsaXZlcnkgU2VydmljZXM="
